session_id,project_id,quest_id,user_id,user_sex,user_status,user_age,q_name,q_id,order,dv,starttime,endtime
31299,263,1448,15917,female,registered,30.2,employment,92819902,2,0,2020-02-29 14:53:34,2020-02-29 14:54:10
31299,263,1448,15917,female,registered,30.2,accom,92819904,3,1,2020-02-29 14:53:34,2020-02-29 14:54:10
31299,263,1448,15917,female,registered,30.2,year,92819905,4,6,2020-02-29 14:53:34,2020-02-29 14:54:10
31299,263,1448,15917,female,registered,30.2,mature,92819906,5,3,2020-02-29 14:53:34,2020-02-29 14:54:10
31299,263,1448,15917,female,registered,30.2,course,92819903,6,Psychology,2020-02-29 14:53:34,2020-02-29 14:54:10
33045,263,1448,16078,female,registered,21.6,native,92819901,1,1,2020-03-06 12:53:17,2020-03-06 12:53:57
33045,263,1448,16078,female,registered,21.6,employment,92819902,2,2,2020-03-06 12:53:17,2020-03-06 12:53:57
33045,263,1448,16078,female,registered,21.6,accom,92819904,3,1,2020-03-06 12:53:17,2020-03-06 12:53:57
33045,263,1448,16078,female,registered,21.6,year,92819905,4,6,2020-03-06 12:53:17,2020-03-06 12:53:57
33045,263,1448,16078,female,registered,21.6,mature,92819906,5,3,2020-03-06 12:53:17,2020-03-06 12:53:57
33045,263,1448,16078,female,registered,21.6,course,92819903,6,Psychology,2020-03-06 12:53:17,2020-03-06 12:53:57
23941,263,1448,16114,nonbinary,registered,19.4,native,92819901,1,1,2020-02-03 11:03:10,2020-02-03 11:03:50
23941,263,1448,16114,nonbinary,registered,19.4,employment,92819902,2,0,2020-02-03 11:03:10,2020-02-03 11:03:50
23941,263,1448,16114,nonbinary,registered,19.4,accom,92819904,3,1,2020-02-03 11:03:10,2020-02-03 11:03:50
23941,263,1448,16114,nonbinary,registered,19.4,year,92819905,4,1,2020-02-03 11:03:10,2020-02-03 11:03:50
23941,263,1448,16114,nonbinary,registered,19.4,mature,92819906,5,2,2020-02-03 11:03:10,2020-02-03 11:03:50
23941,263,1448,16114,nonbinary,registered,19.4,course,92819903,6,psychology,2020-02-03 11:03:10,2020-02-03 11:03:50
21199,263,1448,18549,male,registered,28.9,native,92819901,1,1,2020-01-15 16:36:56,2020-01-15 16:37:57
21199,263,1448,18549,male,registered,28.9,employment,92819902,2,20,2020-01-15 16:36:56,2020-01-15 16:37:57
21199,263,1448,18549,male,registered,28.9,accom,92819904,3,2,2020-01-15 16:36:56,2020-01-15 16:37:57
21199,263,1448,18549,male,registered,28.9,year,92819905,4,6,2020-01-15 16:36:56,2020-01-15 16:37:57
21199,263,1448,18549,male,registered,28.9,mature,92819906,5,3,2020-01-15 16:36:56,2020-01-15 16:37:57
21199,263,1448,18549,male,registered,28.9,course,92819903,6,Psychology,2020-01-15 16:36:56,2020-01-15 16:37:57
24834,263,1448,18904,female,registered,37.5,native,92819901,1,1,2020-02-10 11:04:40,2020-02-10 11:05:30
24834,263,1448,18904,female,registered,37.5,employment,92819902,2,0,2020-02-10 11:04:40,2020-02-10 11:05:30
24834,263,1448,18904,female,registered,37.5,accom,92819904,3,3,2020-02-10 11:04:40,2020-02-10 11:05:30
24834,263,1448,18904,female,registered,37.5,year,92819905,4,1,2020-02-10 11:04:40,2020-02-10 11:05:30
24834,263,1448,18904,female,registered,37.5,mature,92819906,5,1,2020-02-10 11:04:40,2020-02-10 11:05:30
24834,263,1448,18904,female,registered,37.5,course,92819903,6,Psychology,2020-02-10 11:04:40,2020-02-10 11:05:30
25051,263,1448,18932,female,registered,20.0,native,92819901,1,2,2020-02-10 18:23:03,2020-02-10 18:23:36
25051,263,1448,18932,female,registered,20.0,employment,92819902,2,0,2020-02-10 18:23:03,2020-02-10 18:23:36
25051,263,1448,18932,female,registered,20.0,accom,92819904,3,1,2020-02-10 18:23:03,2020-02-10 18:23:36
25051,263,1448,18932,female,registered,20.0,year,92819905,4,1,2020-02-10 18:23:03,2020-02-10 18:23:36
25051,263,1448,18932,female,registered,20.0,mature,92819906,5,2,2020-02-10 18:23:03,2020-02-10 18:23:36
25051,263,1448,18932,female,registered,20.0,course,92819903,6,Psychology,2020-02-10 18:23:03,2020-02-10 18:23:36
22948,263,1448,18954,female,registered,-0.7,native,92819901,1,2,2020-01-26 05:01:35,2020-01-26 05:02:24
22948,263,1448,18954,female,registered,-0.7,employment,92819902,2,0,2020-01-26 05:01:35,2020-01-26 05:02:24
22948,263,1448,18954,female,registered,-0.7,accom,92819904,3,1,2020-01-26 05:01:35,2020-01-26 05:02:24
22948,263,1448,18954,female,registered,-0.7,year,92819905,4,6,2020-01-26 05:01:35,2020-01-26 05:02:24
22948,263,1448,18954,female,registered,-0.7,mature,92819906,5,3,2020-01-26 05:01:35,2020-01-26 05:02:24
22948,263,1448,18954,female,registered,-0.7,course,92819903,6,psychology,2020-01-26 05:01:35,2020-01-26 05:02:24
31662,263,1448,18954,female,registered,-0.6,native,92819901,1,NULL,2020-03-02 10:24:21,2020-03-02 10:24:42
31662,263,1448,18954,female,registered,-0.6,employment,92819902,2,NULL,2020-03-02 10:24:21,2020-03-02 10:24:42
31662,263,1448,18954,female,registered,-0.6,accom,92819904,3,NULL,2020-03-02 10:24:21,2020-03-02 10:24:42
31662,263,1448,18954,female,registered,-0.6,year,92819905,4,NULL,2020-03-02 10:24:21,2020-03-02 10:24:42
31662,263,1448,18954,female,registered,-0.6,mature,92819906,5,NULL,2020-03-02 10:24:21,2020-03-02 10:24:42
31662,263,1448,18954,female,registered,-0.6,course,92819903,6,,2020-03-02 10:24:21,2020-03-02 10:24:42
23463,0,1448,18955,female,student,25.9,native,92819901,1,1,2020-01-29 14:54:04,2020-01-29 15:08:26
23463,0,1448,18955,female,student,25.9,employment,92819902,2,0,2020-01-29 14:54:04,2020-01-29 15:08:26
23463,0,1448,18955,female,student,25.9,accom,92819904,3,1,2020-01-29 14:54:04,2020-01-29 15:08:26
23463,0,1448,18955,female,student,25.9,year,92819905,4,6,2020-01-29 14:54:04,2020-01-29 15:08:26
23463,0,1448,18955,female,student,25.9,mature,92819906,5,3,2020-01-29 14:54:04,2020-01-29 15:08:26
23463,0,1448,18955,female,student,25.9,course,92819903,6,Psychology,2020-01-29 14:54:04,2020-01-29 15:08:26
32259,263,1448,18955,female,student,26.0,native,92819901,1,NULL,2020-03-04 12:46:27,2020-03-04 12:46:53
32259,263,1448,18955,female,student,26.0,employment,92819902,2,NULL,2020-03-04 12:46:27,2020-03-04 12:46:53
32259,263,1448,18955,female,student,26.0,accom,92819904,3,NULL,2020-03-04 12:46:27,2020-03-04 12:46:53
32259,263,1448,18955,female,student,26.0,year,92819905,4,NULL,2020-03-04 12:46:27,2020-03-04 12:46:53
32259,263,1448,18955,female,student,26.0,mature,92819906,5,NULL,2020-03-04 12:46:27,2020-03-04 12:46:53
32259,263,1448,18955,female,student,26.0,course,92819903,6,,2020-03-04 12:46:27,2020-03-04 12:46:53
33021,263,1448,18965,female,registered,18.0,native,92819901,1,1,2020-03-06 10:17:55,2020-03-06 10:19:35
33021,263,1448,18965,female,registered,18.0,employment,92819902,2,5,2020-03-06 10:17:55,2020-03-06 10:19:35
33021,263,1448,18965,female,registered,18.0,accom,92819904,3,3,2020-03-06 10:17:55,2020-03-06 10:19:35
33021,263,1448,18965,female,registered,18.0,year,92819905,4,1,2020-03-06 10:17:55,2020-03-06 10:19:35
33021,263,1448,18965,female,registered,18.0,mature,92819906,5,1,2020-03-06 10:17:55,2020-03-06 10:19:35
33021,263,1448,18965,female,registered,18.0,course,92819903,6,Psychology,2020-03-06 10:17:55,2020-03-06 10:19:35
33022,263,1448,18965,female,registered,18.0,native,92819901,1,NULL,2020-03-06 10:22:49,2020-03-06 10:22:56
33022,263,1448,18965,female,registered,18.0,employment,92819902,2,NULL,2020-03-06 10:22:49,2020-03-06 10:22:56
33022,263,1448,18965,female,registered,18.0,accom,92819904,3,NULL,2020-03-06 10:22:49,2020-03-06 10:22:56
33022,263,1448,18965,female,registered,18.0,year,92819905,4,NULL,2020-03-06 10:22:49,2020-03-06 10:22:56
33022,263,1448,18965,female,registered,18.0,mature,92819906,5,NULL,2020-03-06 10:22:49,2020-03-06 10:22:56
33022,263,1448,18965,female,registered,18.0,course,92819903,6,,2020-03-06 10:22:49,2020-03-06 10:22:56
33025,263,1448,18965,female,registered,18.0,native,92819901,1,NULL,2020-03-06 10:34:13,2020-03-06 10:34:16
33025,263,1448,18965,female,registered,18.0,employment,92819902,2,NULL,2020-03-06 10:34:13,2020-03-06 10:34:16
33025,263,1448,18965,female,registered,18.0,accom,92819904,3,NULL,2020-03-06 10:34:13,2020-03-06 10:34:16
33025,263,1448,18965,female,registered,18.0,year,92819905,4,NULL,2020-03-06 10:34:13,2020-03-06 10:34:16
33025,263,1448,18965,female,registered,18.0,mature,92819906,5,NULL,2020-03-06 10:34:13,2020-03-06 10:34:16
33025,263,1448,18965,female,registered,18.0,course,92819903,6,,2020-03-06 10:34:13,2020-03-06 10:34:16
21408,263,1448,19056,female,registered,21.7,native,92819901,1,2,2020-01-16 21:02:21,2020-01-16 21:03:01
21408,263,1448,19056,female,registered,21.7,employment,92819902,2,0,2020-01-16 21:02:21,2020-01-16 21:03:01
21408,263,1448,19056,female,registered,21.7,accom,92819904,3,1,2020-01-16 21:02:21,2020-01-16 21:03:01
21408,263,1448,19056,female,registered,21.7,year,92819905,4,6,2020-01-16 21:02:21,2020-01-16 21:03:01
21408,263,1448,19056,female,registered,21.7,mature,92819906,5,3,2020-01-16 21:02:21,2020-01-16 21:03:01
21408,263,1448,19056,female,registered,21.7,course,92819903,6,psychology,2020-01-16 21:02:21,2020-01-16 21:03:01
22138,263,1448,19109,female,registered,23.7,native,92819901,1,2,2020-01-21 00:21:11,2020-01-21 00:22:06
22138,263,1448,19109,female,registered,23.7,employment,92819902,2,0,2020-01-21 00:21:11,2020-01-21 00:22:06
22138,263,1448,19109,female,registered,23.7,accom,92819904,3,1,2020-01-21 00:21:11,2020-01-21 00:22:06
22138,263,1448,19109,female,registered,23.7,year,92819905,4,6,2020-01-21 00:21:11,2020-01-21 00:22:06
22138,263,1448,19109,female,registered,23.7,mature,92819906,5,3,2020-01-21 00:21:11,2020-01-21 00:22:06
22138,263,1448,19109,female,registered,23.7,course,92819903,6,psychology,2020-01-21 00:21:11,2020-01-21 00:22:06
23278,263,1448,19109,female,registered,23.7,native,92819901,1,NULL,2020-01-28 10:34:37,2020-01-28 10:36:56
23278,263,1448,19109,female,registered,23.7,employment,92819902,2,NULL,2020-01-28 10:34:37,2020-01-28 10:36:56
23278,263,1448,19109,female,registered,23.7,accom,92819904,3,NULL,2020-01-28 10:34:37,2020-01-28 10:36:56
23278,263,1448,19109,female,registered,23.7,year,92819905,4,NULL,2020-01-28 10:34:37,2020-01-28 10:36:56
23278,263,1448,19109,female,registered,23.7,mature,92819906,5,NULL,2020-01-28 10:34:37,2020-01-28 10:36:56
23278,263,1448,19109,female,registered,23.7,course,92819903,6,,2020-01-28 10:34:37,2020-01-28 10:36:56
20915,263,1448,19162,female,guest,22.0,native,92819901,1,2,2020-01-14 10:44:07,2020-01-14 10:44:57
20915,263,1448,19162,female,guest,22.0,employment,92819902,2,0,2020-01-14 10:44:07,2020-01-14 10:44:57
20915,263,1448,19162,female,guest,22.0,accom,92819904,3,2,2020-01-14 10:44:07,2020-01-14 10:44:57
20915,263,1448,19162,female,guest,22.0,year,92819905,4,1,2020-01-14 10:44:07,2020-01-14 10:44:57
20915,263,1448,19162,female,guest,22.0,mature,92819906,5,3,2020-01-14 10:44:07,2020-01-14 10:44:57
20915,263,1448,19162,female,guest,22.0,course,92819903,6,,2020-01-14 10:44:07,2020-01-14 10:44:57
20919,263,1448,19165,female,guest,20.0,native,92819901,1,1,2020-01-14 11:02:26,2020-01-14 11:02:58
20919,263,1448,19165,female,guest,20.0,employment,92819902,2,0,2020-01-14 11:02:26,2020-01-14 11:02:58
20919,263,1448,19165,female,guest,20.0,accom,92819904,3,1,2020-01-14 11:02:26,2020-01-14 11:02:58
20919,263,1448,19165,female,guest,20.0,year,92819905,4,1,2020-01-14 11:02:26,2020-01-14 11:02:58
20919,263,1448,19165,female,guest,20.0,mature,92819906,5,2,2020-01-14 11:02:26,2020-01-14 11:02:58
20919,263,1448,19165,female,guest,20.0,course,92819903,6,psychology ,2020-01-14 11:02:26,2020-01-14 11:02:58
20912,263,1448,19166,female,guest,19.0,native,92819901,1,1,2020-01-14 10:34:37,2020-01-14 10:35:28
20912,263,1448,19166,female,guest,19.0,employment,92819902,2,0,2020-01-14 10:34:37,2020-01-14 10:35:28
20912,263,1448,19166,female,guest,19.0,accom,92819904,3,1,2020-01-14 10:34:37,2020-01-14 10:35:28
20912,263,1448,19166,female,guest,19.0,year,92819905,4,1,2020-01-14 10:34:37,2020-01-14 10:35:28
20912,263,1448,19166,female,guest,19.0,mature,92819906,5,2,2020-01-14 10:34:37,2020-01-14 10:35:28
20912,263,1448,19166,female,guest,19.0,course,92819903,6,Psychology,2020-01-14 10:34:37,2020-01-14 10:35:28
20917,263,1448,19170,female,guest,18.0,native,92819901,1,1,2020-01-14 10:47:24,2020-01-14 10:48:14
20917,263,1448,19170,female,guest,18.0,employment,92819902,2,12,2020-01-14 10:47:24,2020-01-14 10:48:14
20917,263,1448,19170,female,guest,18.0,accom,92819904,3,2,2020-01-14 10:47:24,2020-01-14 10:48:14
20917,263,1448,19170,female,guest,18.0,year,92819905,4,2,2020-01-14 10:47:24,2020-01-14 10:48:14
20917,263,1448,19170,female,guest,18.0,mature,92819906,5,2,2020-01-14 10:47:24,2020-01-14 10:48:14
20917,263,1448,19170,female,guest,18.0,course,92819903,6,psychology,2020-01-14 10:47:24,2020-01-14 10:48:14
20918,263,1448,19172,female,guest,19.0,native,92819901,1,2,2020-01-14 10:54:31,2020-01-14 10:55:21
20918,263,1448,19172,female,guest,19.0,employment,92819902,2,0,2020-01-14 10:54:31,2020-01-14 10:55:21
20918,263,1448,19172,female,guest,19.0,accom,92819904,3,2,2020-01-14 10:54:31,2020-01-14 10:55:21
20918,263,1448,19172,female,guest,19.0,year,92819905,4,2,2020-01-14 10:54:31,2020-01-14 10:55:21
20918,263,1448,19172,female,guest,19.0,mature,92819906,5,2,2020-01-14 10:54:31,2020-01-14 10:55:21
20918,263,1448,19172,female,guest,19.0,course,92819903,6,sociology,2020-01-14 10:54:31,2020-01-14 10:55:21
20934,263,1448,19186,female,guest,25.0,native,92819901,1,1,2020-01-14 11:28:20,2020-01-14 11:29:21
20934,263,1448,19186,female,guest,25.0,employment,92819902,2,10,2020-01-14 11:28:20,2020-01-14 11:29:21
20934,263,1448,19186,female,guest,25.0,accom,92819904,3,4,2020-01-14 11:28:20,2020-01-14 11:29:21
20934,263,1448,19186,female,guest,25.0,year,92819905,4,1,2020-01-14 11:28:20,2020-01-14 11:29:21
20934,263,1448,19186,female,guest,25.0,mature,92819906,5,1,2020-01-14 11:28:20,2020-01-14 11:29:21
20934,263,1448,19186,female,guest,25.0,course,92819903,6,Psychology,2020-01-14 11:28:20,2020-01-14 11:29:21
20935,263,1448,19187,female,guest,18.0,native,92819901,1,1,2020-01-14 11:32:33,2020-01-14 11:33:09
20935,263,1448,19187,female,guest,18.0,employment,92819902,2,0,2020-01-14 11:32:33,2020-01-14 11:33:09
20935,263,1448,19187,female,guest,18.0,accom,92819904,3,1,2020-01-14 11:32:33,2020-01-14 11:33:09
20935,263,1448,19187,female,guest,18.0,year,92819905,4,1,2020-01-14 11:32:33,2020-01-14 11:33:09
20935,263,1448,19187,female,guest,18.0,mature,92819906,5,2,2020-01-14 11:32:33,2020-01-14 11:33:09
20935,263,1448,19187,female,guest,18.0,course,92819903,6,Biology,2020-01-14 11:32:33,2020-01-14 11:33:09
20936,263,1448,19188,male,guest,18.0,native,92819901,1,1,2020-01-14 11:40:04,2020-01-14 11:40:47
20936,263,1448,19188,male,guest,18.0,employment,92819902,2,18,2020-01-14 11:40:04,2020-01-14 11:40:47
20936,263,1448,19188,male,guest,18.0,accom,92819904,3,3,2020-01-14 11:40:04,2020-01-14 11:40:47
20936,263,1448,19188,male,guest,18.0,year,92819905,4,1,2020-01-14 11:40:04,2020-01-14 11:40:47
20936,263,1448,19188,male,guest,18.0,mature,92819906,5,2,2020-01-14 11:40:04,2020-01-14 11:40:47
20936,263,1448,19188,male,guest,18.0,course,92819903,6,Psychology,2020-01-14 11:40:04,2020-01-14 11:40:47
20942,263,1448,19193,female,guest,18.0,native,92819901,1,1,2020-01-14 12:09:14,2020-01-14 12:09:54
20942,263,1448,19193,female,guest,18.0,employment,92819902,2,0,2020-01-14 12:09:14,2020-01-14 12:09:54
20942,263,1448,19193,female,guest,18.0,accom,92819904,3,1,2020-01-14 12:09:14,2020-01-14 12:09:54
20942,263,1448,19193,female,guest,18.0,year,92819905,4,1,2020-01-14 12:09:14,2020-01-14 12:09:54
20942,263,1448,19193,female,guest,18.0,mature,92819906,5,2,2020-01-14 12:09:14,2020-01-14 12:09:54
20942,263,1448,19193,female,guest,18.0,course,92819903,6,psychology,2020-01-14 12:09:14,2020-01-14 12:09:54
20955,263,1448,19204,female,guest,18.0,native,92819901,1,1,2020-01-14 12:25:49,2020-01-14 12:26:45
20955,263,1448,19204,female,guest,18.0,employment,92819902,2,0,2020-01-14 12:25:49,2020-01-14 12:26:45
20955,263,1448,19204,female,guest,18.0,accom,92819904,3,1,2020-01-14 12:25:49,2020-01-14 12:26:45
20955,263,1448,19204,female,guest,18.0,year,92819905,4,1,2020-01-14 12:25:49,2020-01-14 12:26:45
20955,263,1448,19204,female,guest,18.0,mature,92819906,5,2,2020-01-14 12:25:49,2020-01-14 12:26:45
20955,263,1448,19204,female,guest,18.0,course,92819903,6,psychology,2020-01-14 12:25:49,2020-01-14 12:26:45
20958,263,1448,19207,female,guest,17.0,native,92819901,1,1,2020-01-14 12:29:34,2020-01-14 12:30:00
20958,263,1448,19207,female,guest,17.0,employment,92819902,2,16,2020-01-14 12:29:34,2020-01-14 12:30:00
20958,263,1448,19207,female,guest,17.0,accom,92819904,3,3,2020-01-14 12:29:34,2020-01-14 12:30:00
20958,263,1448,19207,female,guest,17.0,year,92819905,4,1,2020-01-14 12:29:34,2020-01-14 12:30:00
20958,263,1448,19207,female,guest,17.0,mature,92819906,5,2,2020-01-14 12:29:34,2020-01-14 12:30:00
20958,263,1448,19207,female,guest,17.0,course,92819903,6,psychology,2020-01-14 12:29:34,2020-01-14 12:30:00
20962,263,1448,19212,female,guest,20.0,native,92819901,1,2,2020-01-14 12:34:25,2020-01-14 12:35:08
20962,263,1448,19212,female,guest,20.0,employment,92819902,2,0,2020-01-14 12:34:25,2020-01-14 12:35:08
20962,263,1448,19212,female,guest,20.0,accom,92819904,3,1,2020-01-14 12:34:25,2020-01-14 12:35:08
20962,263,1448,19212,female,guest,20.0,year,92819905,4,1,2020-01-14 12:34:25,2020-01-14 12:35:08
20962,263,1448,19212,female,guest,20.0,mature,92819906,5,2,2020-01-14 12:34:25,2020-01-14 12:35:08
20962,263,1448,19212,female,guest,20.0,course,92819903,6,psychology,2020-01-14 12:34:25,2020-01-14 12:35:08
20973,263,1448,19224,female,registered,22.6,native,92819901,1,1,2020-01-14 13:09:41,2020-01-14 13:10:18
20973,263,1448,19224,female,registered,22.6,employment,92819902,2,0,2020-01-14 13:09:41,2020-01-14 13:10:18
20973,263,1448,19224,female,registered,22.6,accom,92819904,3,2,2020-01-14 13:09:41,2020-01-14 13:10:18
20973,263,1448,19224,female,registered,22.6,year,92819905,4,6,2020-01-14 13:09:41,2020-01-14 13:10:18
20973,263,1448,19224,female,registered,22.6,mature,92819906,5,3,2020-01-14 13:09:41,2020-01-14 13:10:18
20973,263,1448,19224,female,registered,22.6,course,92819903,6,psychology,2020-01-14 13:09:41,2020-01-14 13:10:18
20992,263,1448,19237,female,registered,38.9,native,92819901,1,1,2020-01-14 14:14:15,2020-01-14 14:15:28
20992,263,1448,19237,female,registered,38.9,employment,92819902,2,16,2020-01-14 14:14:15,2020-01-14 14:15:28
20992,263,1448,19237,female,registered,38.9,accom,92819904,3,4,2020-01-14 14:14:15,2020-01-14 14:15:28
20992,263,1448,19237,female,registered,38.9,year,92819905,4,6,2020-01-14 14:14:15,2020-01-14 14:15:28
20992,263,1448,19237,female,registered,38.9,mature,92819906,5,NULL,2020-01-14 14:14:15,2020-01-14 14:15:28
20992,263,1448,19237,female,registered,38.9,course,92819903,6,psychology,2020-01-14 14:14:15,2020-01-14 14:15:28
21014,263,1448,19260,female,guest,19.0,native,92819901,1,1,2020-01-14 15:39:25,2020-01-14 15:39:53
21014,263,1448,19260,female,guest,19.0,employment,92819902,2,0,2020-01-14 15:39:25,2020-01-14 15:39:53
21014,263,1448,19260,female,guest,19.0,accom,92819904,3,3,2020-01-14 15:39:25,2020-01-14 15:39:53
21014,263,1448,19260,female,guest,19.0,year,92819905,4,1,2020-01-14 15:39:25,2020-01-14 15:39:53
21014,263,1448,19260,female,guest,19.0,mature,92819906,5,2,2020-01-14 15:39:25,2020-01-14 15:39:53
21014,263,1448,19260,female,guest,19.0,course,92819903,6,psychology,2020-01-14 15:39:25,2020-01-14 15:39:53
21016,263,1448,19262,female,guest,17.0,native,92819901,1,1,2020-01-14 15:49:52,2020-01-14 15:51:27
21016,263,1448,19262,female,guest,17.0,employment,92819902,2,10,2020-01-14 15:49:52,2020-01-14 15:51:27
21016,263,1448,19262,female,guest,17.0,accom,92819904,3,3,2020-01-14 15:49:52,2020-01-14 15:51:27
21016,263,1448,19262,female,guest,17.0,year,92819905,4,1,2020-01-14 15:49:52,2020-01-14 15:51:27
21016,263,1448,19262,female,guest,17.0,mature,92819906,5,2,2020-01-14 15:49:52,2020-01-14 15:51:27
21016,263,1448,19262,female,guest,17.0,course,92819903,6,Psychology,2020-01-14 15:49:52,2020-01-14 15:51:27
21017,263,1448,19263,female,guest,18.0,native,92819901,1,1,2020-01-14 15:51:26,2020-01-14 15:52:22
21017,263,1448,19263,female,guest,18.0,employment,92819902,2,0,2020-01-14 15:51:26,2020-01-14 15:52:22
21017,263,1448,19263,female,guest,18.0,accom,92819904,3,1,2020-01-14 15:51:26,2020-01-14 15:52:22
21017,263,1448,19263,female,guest,18.0,year,92819905,4,1,2020-01-14 15:51:26,2020-01-14 15:52:22
21017,263,1448,19263,female,guest,18.0,mature,92819906,5,1,2020-01-14 15:51:26,2020-01-14 15:52:22
21017,263,1448,19263,female,guest,18.0,course,92819903,6,Biology,2020-01-14 15:51:26,2020-01-14 15:52:22
21018,263,1448,19264,female,guest,18.0,native,92819901,1,1,2020-01-14 15:51:36,2020-01-14 15:52:43
21018,263,1448,19264,female,guest,18.0,employment,92819902,2,16,2020-01-14 15:51:36,2020-01-14 15:52:43
21018,263,1448,19264,female,guest,18.0,accom,92819904,3,3,2020-01-14 15:51:36,2020-01-14 15:52:43
21018,263,1448,19264,female,guest,18.0,year,92819905,4,1,2020-01-14 15:51:36,2020-01-14 15:52:43
21018,263,1448,19264,female,guest,18.0,mature,92819906,5,2,2020-01-14 15:51:36,2020-01-14 15:52:43
21018,263,1448,19264,female,guest,18.0,course,92819903,6,Psychology,2020-01-14 15:51:36,2020-01-14 15:52:43
21019,263,1448,19265,female,guest,18.0,native,92819901,1,1,2020-01-14 15:52:22,2020-01-14 15:52:52
21019,263,1448,19265,female,guest,18.0,employment,92819902,2,0,2020-01-14 15:52:22,2020-01-14 15:52:52
21019,263,1448,19265,female,guest,18.0,accom,92819904,3,3,2020-01-14 15:52:22,2020-01-14 15:52:52
21019,263,1448,19265,female,guest,18.0,year,92819905,4,1,2020-01-14 15:52:22,2020-01-14 15:52:52
21019,263,1448,19265,female,guest,18.0,mature,92819906,5,2,2020-01-14 15:52:22,2020-01-14 15:52:52
21019,263,1448,19265,female,guest,18.0,course,92819903,6,psychology,2020-01-14 15:52:22,2020-01-14 15:52:52
21022,263,1448,19269,female,registered,22.4,native,92819901,1,1,2020-01-14 16:04:42,2020-01-14 16:05:25
21022,263,1448,19269,female,registered,22.4,employment,92819902,2,0,2020-01-14 16:04:42,2020-01-14 16:05:25
21022,263,1448,19269,female,registered,22.4,accom,92819904,3,4,2020-01-14 16:04:42,2020-01-14 16:05:25
21022,263,1448,19269,female,registered,22.4,year,92819905,4,6,2020-01-14 16:04:42,2020-01-14 16:05:25
21022,263,1448,19269,female,registered,22.4,mature,92819906,5,3,2020-01-14 16:04:42,2020-01-14 16:05:25
21022,263,1448,19269,female,registered,22.4,course,92819903,6,Psychology,2020-01-14 16:04:42,2020-01-14 16:05:25
21167,263,1448,19269,female,registered,22.4,native,92819901,1,1,2020-01-15 13:15:25,2020-01-15 13:15:50
21167,263,1448,19269,female,registered,22.4,employment,92819902,2,0,2020-01-15 13:15:25,2020-01-15 13:15:50
21167,263,1448,19269,female,registered,22.4,accom,92819904,3,4,2020-01-15 13:15:25,2020-01-15 13:15:50
